city,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
Winterfell,1,2014-01-19,5.0,1.0,2014-01-19,iPhone,0.0,False,0.0,25.38,5.0
Winterfell,0,2014-01-04,,1.0,2014-03-12,iPhone,0.0,True,100.0,13.85,5.0
Winterfell,3,2014-01-06,4.3,1.0,2014-06-13,iPhone,0.0,False,83.3,1.73,4.8
Winterfell,0,2014-01-05,5.0,1.0,2014-05-17,Android,0.0,False,0.0,14.47,5.0
Winterfell,7,2014-01-22,4.3,1.0,2014-06-02,iPhone,0.0,True,62.5,5.54,4.7
Winterfell,1,2014-01-30,4.1,1.03,2014-06-23,iPhone,13.3,False,86.7,6.43,5.0
King's Landing,1,2014-01-19,,1.0,2014-01-20,Android,0.0,True,0.0,2.2,5.0
Astapor,0,2014-01-10,5.0,1.0,2014-02-12,Android,0.0,False,100.0,0.01,5.0
Winterfell,1,2014-01-18,3.8,1.0,2014-06-26,Android,0.0,False,80.0,4.89,4.6
Winterfell,1,2014-01-31,5.0,1.0,2014-04-15,Android,0.0,False,66.7,3.03,5.0
Winterfell,1,2014-01-23,5.0,1.0,2014-01-24,Android,0.0,False,100.0,3.45,4.0
King's Landing,0,2014-01-08,5.0,1.0,2014-06-29,Android,0.0,False,50.0,4.46,3.0
King's Landing,3,2014-01-02,5.0,1.01,2014-06-27,iPhone,2.4,False,58.5,3.4,4.5
Winterfell,1,2014-01-04,3.6,1.21,2014-06-25,Android,16.7,False,66.7,3.38,5.0
Astapor,0,2014-01-23,3.0,1.0,2014-04-05,Android,0.0,False,66.7,1.73,4.3
Astapor,0,2014-01-11,,1.0,2014-03-15,iPhone,0.0,True,0.0,6.86,5.0
Astapor,0,2014-01-24,5.0,2.0,2014-05-02,Android,50.0,False,100.0,5.2,3.0
Astapor,8,2014-01-27,2.6,1.0,2014-02-04,Android,0.0,True,100.0,1.75,4.9
Astapor,0,2014-01-08,5.0,1.0,2014-05-29,iPhone,0.0,False,100.0,7.86,4.5
Winterfell,0,2014-01-29,,1.0,2014-05-20,iPhone,0.0,False,100.0,4.42,5.0
Winterfell,0,2014-01-06,4.0,1.0,2014-03-09,Android,0.0,True,50.0,6.0,5.0
King's Landing,5,2014-01-13,4.5,1.01,2014-06-20,iPhone,4.3,False,95.7,9.47,4.9
Astapor,0,2014-01-16,5.0,1.0,2014-05-10,iPhone,0.0,True,100.0,3.36,
Astapor,0,2014-01-03,4.3,1.06,2014-04-21,iPhone,11.1,False,77.8,6.16,5.0
Winterfell,1,2014-01-22,5.0,1.0,2014-02-11,Android,0.0,False,100.0,20.51,5.0
Winterfell,0,2014-01-04,4.6,1.03,2014-02-18,iPhone,12.5,True,75.0,7.36,4.5
Astapor,8,2014-01-25,5.0,1.46,2014-06-24,iPhone,31.6,False,63.2,2.63,4.9
Astapor,2,2014-01-08,4.7,1.0,2014-06-08,iPhone,0.0,True,42.9,7.27,4.6
Winterfell,0,2014-01-05,4.6,1.15,2014-06-13,Android,14.0,False,86.0,1.45,4.7
Astapor,0,2014-01-10,3.7,1.0,2014-06-11,iPhone,0.0,True,100.0,4.49,4.0
Winterfell,1,2014-01-06,3.0,1.33,2014-06-06,iPhone,16.7,False,66.7,5.25,4.7
King's Landing,0,2014-01-30,5.0,1.0,2014-06-24,Android,0.0,False,100.0,0.98,5.0
Winterfell,2,2014-01-23,5.0,1.0,2014-01-24,Android,0.0,True,100.0,1.22,5.0
Winterfell,1,2014-01-25,,1.0,2014-02-24,Android,0.0,False,0.0,14.08,5.0
Winterfell,2,2014-01-30,3.5,1.0,2014-01-31,iPhone,0.0,False,100.0,3.05,4.5
Winterfell,0,2014-01-11,4.5,1.0,2014-06-30,iPhone,0.0,True,0.0,6.63,4.5
Winterfell,0,2014-01-06,4.3,1.0,2014-03-28,iPhone,0.0,False,100.0,2.67,5.0
Winterfell,2,2014-01-18,5.0,1.0,2014-06-29,iPhone,0.0,True,37.5,2.5300000000000002,4.8
Astapor,2,2014-01-12,5.0,1.0,2014-01-13,iPhone,0.0,True,0.0,1.11,5.0
Astapor,0,2014-01-09,5.0,1.0,2014-04-26,iPhone,0.0,True,0.0,1.81,5.0
Astapor,0,2014-01-16,4.6,1.33,2014-03-01,iPhone,16.7,False,83.3,5.98,4.2
King's Landing,1,2014-01-02,5.0,1.0,2014-06-08,iPhone,0.0,False,50.0,2.48,4.5
King's Landing,3,2014-01-28,4.0,1.0,2014-01-31,iPhone,0.0,False,100.0,8.29,5.0
Astapor,5,2014-01-19,3.3,1.13,2014-06-29,iPhone,6.3,True,18.8,4.16,4.4
Astapor,2,2014-01-29,5.0,1.0,2014-05-01,iPhone,0.0,False,88.9,1.8599999999999999,4.8
Astapor,2,2014-01-11,,1.0,2014-02-14,iPhone,0.0,True,66.7,2.45,4.7
King's Landing,0,2014-01-16,4.0,1.0,2014-06-02,Android,0.0,False,0.0,3.98,5.0
Winterfell,4,2014-01-09,4.0,1.04,2014-07-01,Android,16.7,False,83.3,3.2,5.0
Winterfell,1,2014-01-06,,1.0,2014-01-06,Android,0.0,True,100.0,1.15,5.0
Winterfell,0,2014-01-11,,1.0,2014-05-20,iPhone,0.0,True,100.0,1.34,5.0
Winterfell,2,2014-01-26,4.8,1.0,2014-04-27,Android,0.0,True,42.9,4.87,4.7
Winterfell,3,2014-01-26,5.0,1.05,2014-05-31,Android,7.7,False,57.7,3.18,4.9
Winterfell,0,2014-01-23,4.5,1.0,2014-05-24,iPhone,0.0,True,100.0,4.42,4.5
Winterfell,4,2014-01-17,4.8,1.19,2014-06-22,Android,30.0,False,65.0,5.32,5.0
Astapor,1,2014-01-19,5.0,1.13,2014-04-27,iPhone,50.0,False,50.0,6.03,4.5
Winterfell,0,2014-01-10,,1.0,2014-05-26,iPhone,0.0,False,0.0,2.91,5.0
Winterfell,2,2014-01-24,2.5,1.0,2014-01-25,iPhone,0.0,False,0.0,1.02,5.0
Winterfell,3,2014-01-08,4.8,1.01,2014-06-10,iPhone,4.9,True,61.0,1.76,4.7
Astapor,2,2014-01-15,5.0,1.0,2014-02-02,Android,0.0,False,50.0,2.48,5.0
Winterfell,9,2014-01-17,3.6,1.1,2014-02-22,iPhone,20.0,True,60.0,3.01,4.6
Astapor,0,2014-01-24,,1.0,2014-05-02,Android,0.0,False,100.0,1.63,4.0
Winterfell,0,2014-01-03,4.0,1.0,2014-06-27,iPhone,0.0,True,100.0,10.0,3.7
Winterfell,3,2014-01-04,5.0,1.0,2014-01-07,iPhone,0.0,False,66.7,1.3,5.0
Winterfell,1,2014-01-24,3.7,1.0,2014-05-25,,0.0,False,0.0,4.87,4.5
King's Landing,1,2014-01-07,5.0,1.0,2014-01-07,iPhone,0.0,False,100.0,7.07,5.0
Winterfell,1,2014-01-29,,1.0,2014-01-30,Android,0.0,False,100.0,46.79,5.0
King's Landing,9,2014-01-07,4.5,1.0,2014-06-21,iPhone,0.0,True,76.9,5.9,5.0
King's Landing,8,2014-01-18,4.5,1.13,2014-06-30,iPhone,19.4,False,66.7,4.55,4.7
King's Landing,32,2014-01-17,4.8,1.15,2014-06-30,iPhone,24.3,True,69.9,2.54,4.5
Winterfell,0,2014-01-16,,1.0,2014-05-20,iPhone,0.0,False,100.0,12.46,5.0
Winterfell,0,2014-01-02,4.0,1.75,2014-02-02,Android,100.0,False,0.0,24.72,5.0
Astapor,0,2014-01-24,,1.0,2014-04-22,iPhone,0.0,False,100.0,4.36,5.0
Astapor,2,2014-01-31,5.0,1.25,2014-02-02,Android,50.0,False,50.0,2.74,4.5
King's Landing,0,2014-01-19,5.0,1.0,2014-04-21,iPhone,0.0,False,100.0,1.49,5.0
Winterfell,0,2014-01-16,4.0,1.0,2014-05-22,iPhone,0.0,True,100.0,1.1400000000000001,5.0
Astapor,1,2014-01-01,,1.0,2014-01-16,Android,0.0,False,100.0,23.83,5.0
Astapor,3,2014-01-20,3.8,1.02,2014-06-20,iPhone,5.0,True,60.0,5.74,4.8
Astapor,0,2014-01-05,5.0,1.0,2014-05-24,Android,0.0,False,50.0,1.72,5.0
Winterfell,1,2014-01-28,5.0,1.0,2014-01-29,Android,0.0,False,100.0,6.49,5.0
Astapor,0,2014-01-14,5.0,1.0,2014-05-20,iPhone,0.0,True,100.0,31.09,5.0
Astapor,2,2014-01-08,5.0,1.0,2014-01-10,Android,0.0,False,100.0,10.1,4.5
Winterfell,1,2014-01-08,4.0,1.0,2014-05-31,Android,0.0,False,75.0,2.61,4.5
King's Landing,2,2014-01-15,4.9,1.13,2014-05-29,Android,16.7,True,66.7,5.79,5.0
Astapor,3,2014-01-25,3.5,1.1,2014-06-10,iPhone,20.0,True,80.0,3.62,4.2
Astapor,2,2014-01-15,4.4,1.38,2014-05-22,Android,33.3,False,66.7,3.69,5.0
Winterfell,0,2014-01-28,5.0,1.0,2014-06-25,Android,0.0,True,100.0,18.15,5.0
Astapor,0,2014-01-07,5.0,1.0,2014-02-07,iPhone,0.0,False,100.0,5.54,5.0
Astapor,6,2014-01-24,4.2,1.0,2014-02-10,iPhone,0.0,False,50.0,3.8,5.0
King's Landing,0,2014-01-17,5.0,1.0,2014-04-16,iPhone,0.0,False,100.0,0.75,5.0
Winterfell,1,2014-01-10,,1.58,2014-04-06,iPhone,33.3,True,0.0,6.77,5.0
Astapor,1,2014-01-04,,1.5,2014-01-05,iPhone,100.0,False,0.0,2.63,5.0
Astapor,1,2014-01-25,,1.0,2014-01-26,iPhone,0.0,True,0.0,2.67,5.0
Astapor,1,2014-01-30,5.0,1.0,2014-05-07,iPhone,0.0,False,100.0,20.57,4.0
Winterfell,2,2014-01-29,5.0,1.17,2014-06-19,iPhone,16.7,False,100.0,19.12,5.0
Winterfell,0,2014-01-08,5.0,1.0,2014-03-14,Android,0.0,True,100.0,0.93,5.0
Winterfell,1,2014-01-10,5.0,1.0,2014-03-06,iPhone,0.0,True,66.7,2.29,5.0
Winterfell,2,2014-01-11,5.0,1.0,2014-02-02,iPhone,0.0,False,0.0,2.07,4.0
Astapor,2,2014-01-24,5.0,1.0,2014-06-30,iPhone,0.0,True,50.0,3.99,5.0
King's Landing,1,2014-01-25,,1.04,2014-06-15,iPhone,16.7,True,66.7,5.02,4.3
Winterfell,1,2014-01-11,5.0,1.28,2014-06-23,iPhone,22.2,True,22.2,5.72,4.4
Winterfell,2,2014-01-17,5.0,1.0,2014-04-27,iPhone,0.0,False,42.9,1.6099999999999999,4.3
Astapor,3,2014-01-10,4.7,1.02,2014-07-01,iPhone,3.2,False,67.7,6.22,4.8
Astapor,2,2014-01-07,4.0,1.0,2014-05-30,iPhone,0.0,False,50.0,1.9300000000000002,5.0
Astapor,3,2014-01-26,4.7,1.0,2014-05-04,iPhone,0.0,True,33.3,4.68,4.9
King's Landing,13,2014-01-08,4.8,1.09,2014-06-24,iPhone,20.9,True,79.1,3.44,5.0
King's Landing,1,2014-01-16,5.0,1.0,2014-06-04,iPhone,0.0,False,100.0,21.0,5.0
Winterfell,2,2014-01-20,5.0,1.0,2014-02-17,iPhone,0.0,False,0.0,3.16,4.5
Astapor,0,2014-01-08,,1.13,2014-04-13,iPhone,50.0,True,0.0,4.45,3.0
King's Landing,24,2014-01-10,5.0,1.06,2014-06-26,iPhone,10.4,True,74.8,3.29,4.9
Winterfell,2,2014-01-18,5.0,1.0,2014-01-19,iPhone,0.0,True,0.0,8.81,5.0
Winterfell,6,2014-01-03,5.0,1.13,2014-06-13,iPhone,13.5,False,45.9,3.95,4.4
Astapor,1,2014-01-24,,1.0,2014-01-25,Android,0.0,False,100.0,63.15,5.0
Winterfell,1,2014-01-26,5.0,1.5,2014-06-13,iPhone,33.3,False,66.7,8.23,5.0
King's Landing,1,2014-01-11,4.3,1.03,2014-06-29,iPhone,8.3,True,69.4,3.35,4.8
Winterfell,1,2014-01-23,,1.0,2014-01-23,Android,0.0,False,100.0,4.3,5.0
Astapor,10,2014-01-18,4.4,1.1,2014-06-23,Android,13.6,False,47.7,2.09,4.7
King's Landing,7,2014-01-13,5.0,1.0,2014-06-28,iPhone,0.0,True,68.0,3.31,5.0
Winterfell,5,2014-01-06,4.4,1.0,2014-01-11,iPhone,0.0,True,100.0,4.43,5.0
Winterfell,1,2014-01-26,,1.0,2014-01-26,Android,0.0,False,0.0,11.06,5.0
Astapor,1,2014-01-30,,1.0,2014-02-13,iPhone,0.0,False,100.0,4.38,2.0
Winterfell,0,2014-01-09,5.0,1.0,2014-04-02,iPhone,0.0,True,100.0,18.69,5.0
King's Landing,1,2014-01-04,,1.04,2014-06-10,iPhone,16.7,True,66.7,2.5,4.8
Winterfell,0,2014-01-04,,1.0,2014-04-10,Android,0.0,False,100.0,17.66,5.0
Astapor,12,2014-01-23,4.9,1.1400000000000001,2014-06-30,iPhone,11.9,False,64.4,2.96,4.7
Astapor,0,2014-01-24,5.0,1.0,2014-04-04,Android,0.0,False,100.0,1.37,5.0
Astapor,2,2014-01-07,4.3,1.0,2014-04-28,iPhone,0.0,True,75.0,24.73,4.3
King's Landing,0,2014-01-26,5.0,1.0,2014-06-07,Android,0.0,True,40.0,2.58,4.8
Astapor,3,2014-01-19,4.1,1.15,2014-05-26,Android,26.7,False,66.7,2.84,4.9
King's Landing,0,2014-01-05,5.0,1.0,2014-05-24,iPhone,0.0,True,33.3,16.47,5.0
Astapor,10,2014-01-23,3.8,1.08,2014-06-27,iPhone,13.0,True,61.1,4.38,4.8
King's Landing,0,2014-01-21,,1.0,2014-05-14,iPhone,0.0,False,100.0,13.91,5.0
King's Landing,2,2014-01-25,5.0,1.0,2014-06-27,Android,0.0,True,75.0,8.94,4.8
Astapor,8,2014-01-07,4.6,1.03,2014-06-30,iPhone,6.9,False,48.3,2.62,4.8
Astapor,6,2014-01-31,4.5,1.11,2014-06-15,Android,9.1,True,27.3,2.7199999999999998,4.3
Winterfell,0,2014-01-17,5.0,1.38,2014-06-13,iPhone,50.0,True,100.0,9.79,5.0
Astapor,1,2014-01-26,5.0,1.0,2014-01-27,iPhone,0.0,False,100.0,15.77,5.0
Winterfell,5,2014-01-10,4.8,1.2,2014-06-22,iPhone,20.0,True,30.0,3.39,4.1
King's Landing,5,2014-01-24,4.9,1.12,2014-07-01,Android,23.2,True,67.1,3.81,4.9
Winterfell,0,2014-01-01,,1.0,2014-03-24,Android,0.0,True,100.0,7.0,5.0
Winterfell,4,2014-01-16,4.8,1.0,2014-04-18,Android,0.0,True,71.4,12.12,5.0
Winterfell,0,2014-01-31,3.0,1.0,2014-06-22,iPhone,0.0,False,0.0,2.92,5.0
Astapor,3,2014-01-24,5.0,1.25,2014-02-06,Android,33.3,False,100.0,8.82,5.0
Winterfell,5,2014-01-07,4.2,1.0,2014-06-29,iPhone,0.0,True,89.5,1.8,4.4
Winterfell,4,2014-01-18,4.9,1.0,2014-06-30,iPhone,0.0,True,72.7,1.43,4.7
King's Landing,0,2014-01-20,4.8,1.02,2014-06-22,iPhone,2.5,True,65.8,3.2,4.8
Astapor,4,2014-01-28,4.8,1.0,2014-05-08,iPhone,0.0,False,100.0,2.31,5.0
Winterfell,6,2014-01-23,4.5,1.0,2014-06-29,iPhone,0.0,False,66.7,2.17,4.4
King's Landing,0,2014-01-11,4.0,1.0,2014-05-16,iPhone,0.0,True,100.0,14.69,4.5
Winterfell,1,2014-01-04,4.3,1.21,2014-06-28,iPhone,16.7,True,66.7,2.83,5.0
Winterfell,1,2014-01-06,,1.0,2014-01-16,Android,0.0,False,100.0,3.08,5.0
Winterfell,5,2014-01-02,4.8,1.0,2014-06-05,iPhone,0.0,False,68.4,3.2800000000000002,4.5
King's Landing,15,2014-01-29,5.0,1.09,2014-06-25,Android,19.0,True,83.3,3.9699999999999998,5.0
Winterfell,1,2014-01-04,4.3,1.13,2014-03-03,,25.0,False,25.0,4.0,4.8
Winterfell,0,2014-01-17,,2.5,2014-05-17,Android,100.0,False,0.0,3.66,5.0
King's Landing,5,2014-01-09,5.0,1.0,2014-06-26,iPhone,0.0,True,96.7,3.76,4.9
Winterfell,3,2014-01-18,5.0,1.0,2014-01-20,iPhone,0.0,False,0.0,4.44,4.3
King's Landing,2,2014-01-05,5.0,1.0,2014-06-25,Android,0.0,False,100.0,14.69,5.0
Winterfell,0,2014-01-18,3.0,1.0,2014-05-26,iPhone,0.0,False,60.0,4.36,4.8
Astapor,2,2014-01-03,4.0,1.0,2014-06-15,iPhone,0.0,True,25.0,2.2,4.8
Winterfell,2,2014-01-27,4.5,1.0,2014-02-03,iPhone,0.0,False,50.0,5.88,3.5
King's Landing,0,2014-01-11,4.5,1.0,2014-06-05,iPhone,0.0,True,66.7,3.21,4.7
Winterfell,0,2014-01-23,3.8,1.03,2014-06-19,iPhone,11.1,True,88.9,7.41,3.6
Astapor,0,2014-01-30,5.0,1.0,2014-03-30,iPhone,0.0,False,0.0,1.6,5.0
Winterfell,1,2014-01-26,4.8,1.0,2014-06-30,iPhone,0.0,False,75.0,2.62,5.0
Astapor,1,2014-01-03,4.3,1.25,2014-06-22,iPhone,33.3,False,66.7,3.09,4.7
Astapor,0,2014-01-25,,1.06,2014-05-18,Android,25.0,True,25.0,8.49,5.0
Astapor,1,2014-01-24,,1.0,2014-02-17,Android,0.0,True,0.0,1.97,5.0
Winterfell,1,2014-01-25,,1.0,2014-01-26,Android,0.0,True,0.0,15.51,5.0
Winterfell,1,2014-01-24,4.0,1.0,2014-06-14,iPhone,0.0,False,50.0,6.96,3.5
King's Landing,1,2014-01-11,4.0,1.0,2014-03-15,Android,0.0,False,66.7,2.1,5.0
Winterfell,6,2014-01-27,4.2,1.0,2014-06-30,iPhone,0.0,True,61.5,3.84,4.2
King's Landing,8,2014-01-13,4.9,1.0,2014-07-01,iPhone,0.0,True,82.5,1.83,4.9
King's Landing,5,2014-01-14,4.0,1.0,2014-02-13,iPhone,0.0,True,100.0,4.62,4.6
Winterfell,4,2014-01-11,5.0,1.01,2014-06-28,iPhone,3.3,False,33.3,4.52,4.7
Winterfell,0,2014-01-24,,1.0,2014-03-04,Android,0.0,False,100.0,2.27,5.0
Astapor,0,2014-01-21,4.5,1.0,2014-04-28,Android,0.0,True,50.0,14.08,5.0
King's Landing,0,2014-01-31,5.0,1.08,2014-06-22,iPhone,33.3,True,66.7,3.39,3.7
Winterfell,0,2014-01-09,2.0,1.0,2014-02-15,Android,0.0,True,100.0,5.84,5.0
Astapor,1,2014-01-03,5.0,1.0,2014-01-05,iPhone,0.0,False,0.0,0.0,5.0
Winterfell,1,2014-01-16,,1.5,2014-01-17,iPhone,100.0,False,100.0,0.97,5.0
Winterfell,10,2014-01-06,4.8,1.0,2014-06-11,iPhone,0.0,True,68.8,6.2,4.5
Astapor,1,2014-01-09,5.0,1.0,2014-01-12,iPhone,0.0,False,0.0,15.5,5.0
Astapor,1,2014-01-18,3.7,1.25,2014-05-21,iPhone,20.0,True,60.0,3.02,4.8
King's Landing,1,2014-01-01,5.0,1.0,2014-05-19,Android,0.0,False,71.4,4.32,5.0
Astapor,0,2014-01-03,4.3,1.34,2014-06-25,iPhone,27.3,False,45.5,6.15,4.6
Astapor,2,2014-01-25,4.8,1.11,2014-06-29,iPhone,18.8,False,68.8,1.85,4.7
Astapor,2,2014-01-26,4.7,1.13,2014-06-13,iPhone,16.7,False,100.0,5.5,5.0
Astapor,2,2014-01-24,4.0,1.13,2014-01-25,Android,50.0,False,50.0,4.42,5.0
Winterfell,0,2014-01-31,5.0,1.0,2014-03-04,iPhone,0.0,False,100.0,1.52,5.0
Astapor,0,2014-01-28,5.0,1.0,2014-04-17,Android,0.0,False,100.0,5.05,5.0
Winterfell,2,2014-01-28,2.5,1.0,2014-06-14,iPhone,0.0,True,50.0,3.86,4.5
Astapor,1,2014-01-24,,1.0,2014-01-25,Android,0.0,True,100.0,2.79,4.0
Winterfell,2,2014-01-04,4.0,1.0,2014-03-05,iPhone,0.0,False,80.0,1.4,4.6
Astapor,1,2014-01-29,5.0,1.0,2014-02-18,iPhone,0.0,False,100.0,34.96,5.0
King's Landing,2,2014-01-10,5.0,1.0,2014-03-12,iPhone,0.0,False,66.7,4.79,4.7
Winterfell,3,2014-01-20,5.0,1.1,2014-05-16,iPhone,10.0,False,50.0,3.8,5.0
Winterfell,14,2014-01-02,4.7,1.13,2014-06-28,iPhone,11.4,True,95.5,2.22,4.8
Winterfell,1,2014-01-17,5.0,1.0,2014-05-11,iPhone,0.0,False,66.7,4.31,5.0
King's Landing,0,2014-01-07,5.0,1.0,2014-04-05,iPhone,0.0,False,100.0,3.37,5.0
Winterfell,1,2014-01-18,,1.0,2014-01-19,iPhone,0.0,False,0.0,3.7,5.0
King's Landing,0,2014-01-08,4.4,1.13,2014-06-25,iPhone,11.8,True,64.7,4.69,4.9
Astapor,1,2014-01-25,,1.0,2014-01-26,iPhone,0.0,False,0.0,6.3,5.0
Astapor,1,2014-01-16,4.0,1.0,2014-06-16,Android,0.0,True,33.3,3.46,4.5
Astapor,1,2014-01-13,5.0,1.0,2014-06-19,Android,0.0,True,100.0,3.19,5.0
Astapor,0,2014-01-01,,1.0,2014-04-05,iPhone,0.0,True,100.0,0.25,4.0
Astapor,2,2014-01-18,4.0,1.0,2014-01-19,iPhone,0.0,False,0.0,3.87,5.0
Winterfell,3,2014-01-22,5.0,1.0,2014-01-24,iPhone,0.0,False,100.0,12.05,4.7
Winterfell,6,2014-01-06,4.2,1.0,2014-01-08,iPhone,0.0,False,100.0,1.33,4.7
Winterfell,0,2014-01-01,5.0,1.16,2014-06-28,iPhone,18.2,True,81.8,2.65,4.8
Winterfell,3,2014-01-11,4.5,1.19,2014-06-29,iPhone,17.9,True,15.4,3.79,4.7
Astapor,0,2014-01-18,4.7,1.0,2014-06-07,iPhone,0.0,True,75.0,5.74,4.4
Winterfell,5,2014-01-07,4.0,1.05,2014-02-02,iPhone,20.0,False,0.0,1.6,5.0
Winterfell,6,2014-01-18,4.8,1.0,2014-05-11,iPhone,0.0,False,30.0,4.37,4.9
Winterfell,0,2014-01-27,4.5,1.05,2014-04-15,iPhone,10.0,False,50.0,4.02,4.7
Winterfell,0,2014-01-20,5.0,1.0,2014-03-16,iPhone,0.0,False,0.0,1.97,5.0
King's Landing,1,2014-01-20,,1.0,2014-02-05,Android,0.0,True,100.0,15.73,5.0
Winterfell,0,2014-01-02,4.5,1.0,2014-05-09,iPhone,0.0,False,40.0,8.8,4.8
King's Landing,0,2014-01-12,4.5,1.17,2014-04-26,iPhone,33.3,False,66.7,3.54,5.0
Winterfell,0,2014-01-01,,1.0,2014-06-06,iPhone,0.0,True,100.0,3.31,3.0
Winterfell,1,2014-01-12,5.0,1.0,2014-01-12,iPhone,0.0,True,0.0,13.12,5.0
Winterfell,1,2014-01-26,3.0,1.38,2014-05-10,iPhone,50.0,False,0.0,0.99,5.0
King's Landing,17,2014-01-28,4.2,1.03,2014-05-02,Android,5.3,False,92.1,4.22,5.0
Astapor,1,2014-01-22,,1.0,2014-01-23,iPhone,0.0,True,100.0,16.0,5.0
Winterfell,1,2014-01-17,5.0,1.0,2014-04-28,iPhone,0.0,False,100.0,3.94,5.0
Winterfell,1,2014-01-28,,1.0,2014-01-30,iPhone,0.0,False,100.0,45.8,5.0
Astapor,2,2014-01-17,5.0,1.0,2014-01-18,iPhone,0.0,True,50.0,17.06,5.0
Astapor,1,2014-01-31,4.0,1.0,2014-02-28,iPhone,0.0,False,100.0,3.75,5.0
Winterfell,3,2014-01-15,5.0,1.0,2014-06-26,iPhone,0.0,False,86.7,2.37,4.5
Astapor,0,2014-01-10,,1.0,2014-05-21,iPhone,0.0,False,100.0,3.29,5.0
King's Landing,1,2014-01-11,,1.0,2014-06-14,Android,0.0,False,75.0,3.65,5.0
Winterfell,10,2014-01-07,4.2,1.1,2014-01-11,iPhone,10.0,False,70.0,6.28,4.4
Astapor,0,2014-01-18,5.0,1.0,2014-04-18,iPhone,0.0,True,100.0,2.85,4.9
Winterfell,0,2014-01-11,5.0,1.0,2014-04-01,iPhone,0.0,False,100.0,2.35,5.0
King's Landing,6,2014-01-25,4.6,1.04,2014-06-29,iPhone,5.7,True,62.9,2.41,4.7
Winterfell,0,2014-01-24,,1.0,2014-04-05,iPhone,0.0,False,100.0,2.46,5.0
Winterfell,0,2014-01-01,4.0,1.0,2014-04-13,Android,0.0,True,50.0,6.01,5.0
King's Landing,1,2014-01-09,5.0,1.0,2014-06-29,Android,0.0,False,0.0,1.54,4.0
Winterfell,2,2014-01-09,5.0,1.0,2014-01-09,iPhone,0.0,False,100.0,3.04,3.5
Astapor,1,2014-01-13,5.0,1.0,2014-01-16,iPhone,0.0,False,100.0,9.14,5.0
Winterfell,9,2014-01-26,5.0,1.12,2014-06-07,iPhone,7.7,False,53.8,2.5700000000000003,4.3
Winterfell,6,2014-01-17,3.5,1.0,2014-05-26,Android,0.0,False,61.5,3.25,4.6
Winterfell,7,2014-01-25,4.0,1.07,2014-06-30,iPhone,9.2,False,63.2,2.7,4.7
Winterfell,0,2014-01-16,5.0,1.0,2014-05-16,iPhone,0.0,True,100.0,10.86,5.0
Winterfell,2,2014-01-10,5.0,1.0,2014-02-01,iPhone,0.0,False,50.0,1.37,5.0
Astapor,2,2014-01-31,5.0,1.0,2014-01-31,Android,0.0,False,100.0,0.81,3.0
Astapor,4,2014-01-24,4.0,1.44,2014-01-27,iPhone,25.0,False,75.0,2.64,3.7
Astapor,3,2014-01-21,5.0,1.0,2014-06-21,Android,0.0,False,87.5,3.5300000000000002,4.6
Astapor,1,2014-01-21,,1.0,2014-01-22,Android,0.0,False,100.0,4.45,5.0
Winterfell,1,2014-01-03,5.0,1.0,2014-05-10,iPhone,0.0,False,50.0,4.32,4.8
Winterfell,0,2014-01-25,5.0,1.0,2014-03-02,iPhone,0.0,True,0.0,10.53,5.0
Winterfell,1,2014-01-07,4.6,1.05,2014-06-28,Android,7.1,False,42.9,4.18,4.6
King's Landing,12,2014-01-18,4.8,1.08,2014-06-09,iPhone,13.5,True,62.2,2.7800000000000002,4.8
Astapor,2,2014-01-14,5.0,1.0,2014-01-15,iPhone,0.0,False,100.0,5.5,5.0
King's Landing,0,2014-01-18,,1.5,2014-05-27,iPhone,100.0,False,100.0,14.49,5.0
Winterfell,1,2014-01-04,5.0,1.0,2014-06-13,iPhone,0.0,True,88.9,2.32,5.0
Astapor,1,2014-01-10,,1.0,2014-02-06,Android,0.0,True,100.0,6.14,5.0
Winterfell,0,2014-01-18,5.0,1.0,2014-02-23,iPhone,0.0,True,0.0,2.18,5.0
Winterfell,17,2014-01-21,5.0,1.05,2014-06-18,iPhone,6.3,True,83.9,2.39,4.8
Astapor,1,2014-01-09,5.0,1.0,2014-01-22,iPhone,0.0,False,100.0,1.17,5.0
Astapor,3,2014-01-14,4.5,1.35,2014-05-08,iPhone,60.0,False,100.0,2.81,4.6
Winterfell,2,2014-01-09,5.0,1.0,2014-05-04,iPhone,0.0,False,42.9,1.92,4.7
King's Landing,1,2014-01-25,4.0,1.0,2014-06-10,iPhone,0.0,False,100.0,2.26,5.0
King's Landing,0,2014-01-19,4.0,1.0,2014-05-11,Android,0.0,True,0.0,8.61,5.0
Astapor,2,2014-01-03,3.5,1.0,2014-01-04,Android,0.0,False,50.0,3.59,5.0
Winterfell,5,2014-01-19,5.0,1.25,2014-02-15,iPhone,20.0,False,40.0,4.05,5.0
Winterfell,7,2014-01-06,4.0,1.0,2014-06-30,iPhone,0.0,False,97.3,1.13,4.3
Winterfell,1,2014-01-20,5.0,1.0,2014-01-20,iPhone,0.0,False,100.0,19.64,5.0
Winterfell,2,2014-01-15,4.3,1.0,2014-06-21,Android,0.0,False,100.0,4.06,4.4
Winterfell,5,2014-01-19,4.7,1.0,2014-06-19,iPhone,0.0,True,63.6,5.88,4.8
